index,elapsed_ms,time,date,status,quality,lat,lon,alt,sats,hdop,speed_knots,course_deg
332,333378,121035.00,050626,A,1,26.030839920,119.195915222,59.900,4,2.74,1.818,
333,334379,121036.00,050626,A,1,26.030839920,119.195930481,60.500,4,2.74,0.931,
334,335374,121037.00,050626,A,1,26.030839920,119.195930481,61.100,4,2.73,0.375,
335,336373,121038.00,050626,A,1,26.030834198,119.195930481,64.000,4,2.73,1.288,
336,337379,121039.00,050626,A,1,26.030839920,119.195899963,65.500,4,2.73,2.376,
337,338299,121040.00,050626,V,0,,,,4,3.91,,
338,339299,121041.00,050626,V,0,,,,4,3.91,,
339,340294,121042.00,050626,V,0,,,,4,3.91,,
340,341292,121043.00,050626,V,0,,,,4,3.90,,
341,342296,121044.00,050626,V,0,,,,4,3.90,,
342,343383,121045.00,050626,A,1,26.030855179,119.195869446,57.800,4,2.73,1.290,
343,344373,121046.00,050626,A,1,26.030895233,119.195831299,58.100,4,2.73,1.454,
344,345374,121047.00,050626,A,1,26.030908585,119.195816040,58.400,4,2.73,0.442,
345,346374,121048.00,050626,A,1,26.030920029,119.195816040,58.700,4,2.73,1.236,
346,347380,121049.00,050626,A,1,26.030961990,119.195800781,58.300,4,2.73,3.223,
347,348374,121050.00,050626,A,1,26.030969620,119.195755005,59.000,4,2.73,1.730,
348,349372,121051.00,050626,A,1,26.030973434,119.195755005,59.500,4,2.73,1.969,
349,350378,121052.00,050626,A,1,26.030973434,119.195755005,56.800,4,2.72,0.934,
350,351376,121053.00,050626,A,1,26.030961990,119.195732117,56.300,4,2.72,1.556,
351,352376,121054.00,050626,A,1,26.030969620,119.195755005,57.600,4,2.72,1.230,
352,353381,121055.00,050626,A,1,26.030944824,119.195716858,57.600,4,2.72,3.842,
353,354374,121056.00,050626,A,1,26.030933380,119.195686340,58.300,4,2.72,3.010,
354,355375,121057.00,050626,A,1,26.030948639,119.195686340,59.000,4,2.72,4.007,
355,356379,121058.00,050626,A,1,26.030941010,119.195686340,58.300,4,2.72,3.481,
356,357373,121059.00,050626,A,1,26.030941010,119.195686340,58.100,4,2.72,2.193,
357,358374,121100.00,050626,A,1,26.030952454,119.195686340,59.300,4,2.72,1.977,
358,359379,121101.00,050626,A,1,26.030969620,119.195686340,60.300,4,2.72,2.966,
359,360379,121102.00,050626,A,1,26.030973434,119.195686340,60.500,4,2.72,2.519,
360,361375,121103.00,050626,A,1,26.030969620,119.195671082,60.200,4,2.72,1.827,
361,362376,121104.00,050626,A,1,26.030969620,119.195671082,59.700,4,2.72,1.882,
362,363374,121105.00,050626,A,1,26.030961990,119.195655823,58.900,4,2.72,1.160,
363,364379,121106.00,050626,A,1,26.030965805,119.195655823,58.900,4,2.72,2.640,
364,365377,121107.00,050626,A,1,26.030973434,119.195625305,58.600,4,2.71,3.177,
365,366295,121108.00,050626,V,0,,,,4,99.99,,
366,367296,121109.00,050626,V,0,,,,4,99.99,,
367,368300,121110.00,050626,V,0,,,,4,99.99,,
368,369296,121111.00,050626,V,0,,,,4,99.99,,
369,370297,121112.00,050626,V,0,,,,4,99.99,,
370,371378,121113.00,050626,A,1,26.031055450,119.195602417,51.300,4,2.71,2.765,
371,372374,121114.00,050626,A,1,26.031074524,119.195587158,47.100,4,2.71,1.463,
372,373374,121115.00,050626,A,1,26.031084061,119.195556641,46.100,4,2.71,2.135,
373,374375,121116.00,050626,A,1,26.031074524,119.195541382,46.000,4,2.71,0.510,
374,375373,121117.00,050626,A,1,26.031066895,119.195472717,44.500,4,2.71,0.645,
375,376373,121118.00,050626,A,1,26.031030655,119.195426941,43.600,4,2.71,0.845,
376,377376,121119.00,050626,A,1,26.030984879,119.195343018,42.200,4,2.71,4.050,
377,378377,121120.00,050626,A,1,26.030948639,119.195266724,41.500,4,2.71,6.165,
378,379375,121121.00,050626,A,1,26.030933380,119.195213318,40.900,4,2.70,4.074,
379,380375,121122.00,050626,A,1,26.030941010,119.195198059,39.700,4,2.70,1.683,
380,381302,121123.00,050626,V,0,,,,3,99.99,,
381,382298,121124.00,050626,V,0,,,,3,99.99,,
382,383296,121125.00,050626,V,0,,,,3,99.99,,
383,384300,121126.00,050626,V,0,,,,3,99.99,,
384,385301,121127.00,050626,V,0,,,,4,99.99,,
385,386397,121128.00,050626,A,1,26.031078339,119.195381165,39.900,4,2.70,9.232,48.220
386,387296,121129.00,050626,V,0,,,,4,99.99,,
387,388386,121130.00,050626,A,1,26.031103134,119.195457458,42.300,4,2.70,9.312,94.580
388,389374,121131.00,050626,A,1,26.031120300,119.195472717,41.600,4,2.70,2.447,
389,390376,121132.00,050626,A,1,26.031127930,119.195487976,39.800,4,2.70,1.296,
390,391382,121133.00,050626,A,1,26.031145096,119.195487976,40.100,4,2.70,0.856,
391,392379,121134.00,050626,A,1,26.031160355,119.195541382,40.500,4,2.70,0.855,
392,393375,121135.00,050626,A,1,26.031167984,119.195541382,40.600,4,2.70,1.704,
393,394375,121136.00,050626,A,1,26.031181335,119.195556641,41.400,4,2.69,1.702,
394,395375,121137.00,050626,A,1,26.031200409,119.195556641,41.900,4,2.69,3.877,
395,396379,121138.00,050626,A,1,26.031209946,119.195587158,42.500,4,2.69,3.473,
396,397387,121139.00,050626,A,1,26.031232834,119.195602417,43.100,4,2.69,7.049,82.060
397,398376,121140.00,050626,A,1,26.031242371,119.195655823,43.100,4,2.69,6.034,
398,399379,121141.00,050626,A,1,26.031242371,119.195655823,44.200,4,2.69,2.764,
399,400379,121142.00,050626,A,1,26.031238556,119.195655823,47.900,4,2.69,0.683,
400,401380,121143.00,050626,A,1,26.031229019,119.195655823,48.600,4,2.69,1.311,
401,402374,121144.00,050626,A,1,26.031221390,119.195671082,50.600,4,2.69,2.295,
402,403374,121145.00,050626,A,1,26.031232834,119.195686340,53.200,4,2.69,1.992,
403,404373,121146.00,050626,A,1,26.031232834,119.195686340,55.500,4,2.69,1.412,
404,405394,121147.00,050626,A,1,26.031246185,119.195732117,58.300,4,2.69,6.388,72.190
405,406376,121148.00,050626,A,1,26.031250000,119.195732117,58.200,4,2.69,2.395,
406,407375,121149.00,050626,A,1,26.031250000,119.195732117,60.500,4,2.69,1.855,
407,408379,121150.00,050626,A,1,26.031261444,119.195732117,63.500,4,2.69,0.465,
408,409379,121151.00,050626,A,1,26.031267166,119.195755005,64.500,4,2.68,1.667,
409,410377,121152.00,050626,A,1,26.031267166,119.195755005,65.100,4,2.68,0.999,
410,411373,121153.00,050626,A,1,26.031253815,119.195755005,66.100,4,2.68,1.916,
411,412386,121154.00,050626,A,1,26.031253815,119.195755005,67.400,4,2.68,1.580,
412,413375,121155.00,050626,A,1,26.031250000,119.195732117,68.500,4,2.68,1.498,
413,414374,121156.00,050626,A,1,26.031242371,119.195716858,67.000,4,2.68,2.949,
414,415375,121157.00,050626,A,1,26.031253815,119.195716858,70.600,4,2.68,2.429,
415,416374,121158.00,050626,A,1,26.031242371,119.195701599,71.500,4,2.68,1.905,
416,417374,121159.00,050626,A,1,26.031250000,119.195686340,71.000,4,2.68,1.972,
417,418295,121200.00,050626,V,0,,,,4,99.99,,
418,419296,121201.00,050626,V,0,,,,4,99.99,,
419,420295,121202.00,050626,V,0,,,,4,99.99,,
420,421296,121203.00,050626,V,0,,,,4,99.99,,
421,422298,121204.00,050626,V,0,,,,4,99.99,,
422,423296,121205.00,050626,V,0,,,,4,99.99,,
423,424376,121206.00,050626,A,1,26.031261444,119.195526123,58.300,4,2.68,3.009,
424,425380,121207.00,050626,A,1,26.031246185,119.195526123,57.200,4,2.67,2.200,
425,426381,121208.00,050626,A,1,26.031250000,119.195526123,56.600,4,2.67,2.051,
426,427381,121209.00,050626,A,1,26.031278610,119.195526123,56.100,4,2.67,1.611,
427,428378,121210.00,050626,A,1,26.031318665,119.195541382,54.800,4,2.67,1.256,
428,429376,121211.00,050626,A,1,26.031332016,119.195541382,53.300,4,2.67,0.280,
429,430376,121212.00,050626,A,1,26.031354904,119.195587158,49.900,4,2.67,2.042,
430,431381,121213.00,050626,A,1,26.031360626,119.195571899,46.500,4,2.67,1.784,
431,432379,121214.00,050626,A,1,26.031360626,119.195587158,43.300,4,2.67,1.328,
432,433379,121215.00,050626,A,1,26.031396866,119.195587158,39.800,4,2.67,0.587,
433,434374,121216.00,050626,A,1,26.031379700,119.195587158,34.000,4,2.67,0.852,
434,435374,121217.00,050626,A,1,26.031379700,119.195556641,29.400,4,2.67,1.150,
435,436375,121218.00,050626,A,1,26.031379700,119.195541382,26.100,4,2.67,1.050,
436,437388,121219.00,050626,A,1,26.031368256,119.195526123,23.300,4,2.67,5.105,192.330
437,438386,121220.00,050626,A,1,26.031368256,119.195526123,21.600,4,2.67,3.049,207.340
438,439373,121221.00,050626,A,1,26.031368256,119.195541382,22.500,4,2.67,2.819,
439,440376,121222.00,050626,A,1,26.031368256,119.195526123,22.000,4,2.66,1.427,
440,441377,121223.00,050626,A,1,26.031372070,119.195526123,21.100,4,2.66,1.639,
441,442375,121224.00,050626,A,1,26.031379700,119.195487976,19.800,4,2.66,1.133,
442,443376,121225.00,050626,A,1,26.031389236,119.195487976,18.900,4,2.66,0.769,
443,444375,121226.00,050626,A,1,26.031396866,119.195487976,18.000,4,2.66,1.475,
444,445384,121227.00,050626,A,1,26.031400681,119.195487976,17.800,4,2.66,1.159,
445,446376,121228.00,050626,A,1,26.031400681,119.195487976,18.100,4,2.66,0.980,
446,447375,121229.00,050626,A,1,26.031404495,119.195487976,17.300,4,2.66,1.546,
447,448375,121230.00,050626,A,1,26.031408310,119.195487976,18.200,4,2.66,1.311,
448,449378,121231.00,050626,A,1,26.031404495,119.195472717,18.200,4,2.66,1.862,
449,450375,121232.00,050626,A,1,26.031404495,119.195472717,17.400,4,2.66,1.165,
450,451377,121233.00,050626,A,1,26.031400681,119.195472717,15.900,4,2.66,1.391,
451,452378,121234.00,050626,A,1,26.031404495,119.195457458,12.200,4,2.66,0.828,
452,453375,121235.00,050626,A,1,26.031415939,119.195457458,12.800,4,2.66,2.164,
453,454374,121236.00,050626,A,1,26.031421661,119.195457458,12.100,4,2.66,1.538,
454,455374,121237.00,050626,A,1,26.031421661,119.195442200,11.900,4,2.66,0.930,
455,456374,121238.00,050626,A,1,26.031421661,119.195442200,10.900,4,2.65,0.872,
456,457374,121239.00,050626,A,1,26.031400681,119.195411682,8.900,4,2.65,2.054,
457,458374,121240.00,050626,A,1,26.031396866,119.195396423,5.300,4,2.65,1.479,
458,459374,121241.00,050626,A,1,26.031404495,119.195396423,3.500,4,2.65,1.086,
459,460374,121242.00,050626,A,1,26.031404495,119.195381165,1.700,4,2.65,1.435,
460,461296,121243.00,050626,V,0,,,,4,1.96,,
461,462298,121244.00,050626,V,0,,,,4,1.96,,
462,463295,121245.00,050626,V,0,,,,4,1.96,,
463,464294,121246.00,050626,V,0,,,,4,1.96,,
464,465295,121247.00,050626,V,0,,,,4,1.96,,
465,466377,121248.00,050626,A,1,26.031436920,119.195281982,17.300,4,2.65,0.938,
466,467376,121249.00,050626,A,1,26.031425476,119.195266724,17.700,4,2.65,1.972,
467,468376,121250.00,050626,A,1,26.031421661,119.195266724,17.400,4,2.65,1.474,
468,469380,121251.00,050626,A,1,26.031415939,119.195243835,16.600,4,2.65,0.215,
469,470375,121252.00,050626,A,1,26.031421661,119.195243835,16.300,4,2.65,0.829,
470,471380,121253.00,050626,A,1,26.031429291,119.195243835,16.000,4,2.65,2.726,
471,472375,121254.00,050626,A,1,26.031412125,119.195213318,15.800,4,2.64,0.909,
472,473375,121255.00,050626,A,1,26.031415939,119.195213318,17.500,4,2.64,0.596,
473,474374,121256.00,050626,A,1,26.031412125,119.195213318,17.800,4,2.64,0.914,
474,475374,121257.00,050626,A,1,26.031415939,119.195198059,17.800,4,2.64,1.726,
475,476374,121258.00,050626,A,1,26.031412125,119.195198059,16.700,4,2.64,0.649,
476,477375,121259.00,050626,A,1,26.031412125,119.195152283,14.300,4,2.64,3.603,
477,478377,121300.00,050626,A,1,26.031408310,119.195152283,12.900,4,2.64,3.263,
478,479379,121301.00,050626,A,1,26.031404495,119.195137024,12.400,4,2.64,2.190,
479,480374,121302.00,050626,A,1,26.031408310,119.195114136,11.400,4,2.64,1.612,
480,481373,121303.00,050626,A,1,26.031408310,119.195114136,9.200,4,2.64,0.920,
481,482376,121304.00,050626,A,1,26.031412125,119.195114136,7.300,4,2.64,2.292,
482,483374,121305.00,050626,A,1,26.031408310,119.195068359,4.200,4,2.64,4.310,
483,484373,121306.00,050626,A,1,26.031425476,119.195068359,3.700,4,2.64,2.693,
484,485374,121307.00,050626,A,1,26.031425476,119.195068359,2.600,4,2.64,0.372,
485,486374,121308.00,050626,A,1,26.031421661,119.195068359,1.800,4,2.64,1.233,
486,487376,121309.00,050626,A,1,26.031408310,119.195053101,0.700,4,2.64,1.490,
487,488374,121310.00,050626,A,1,26.031412125,119.195053101,0.200,4,2.64,1.669,
488,489375,121311.00,050626,A,1,26.031408310,119.195053101,-0.200,4,2.63,1.861,
489,490375,121312.00,050626,A,1,26.031400681,119.195037842,-0.900,4,2.63,2.831,
490,491375,121313.00,050626,A,1,26.031396866,119.195037842,-1.100,4,2.62,1.926,
491,492378,121314.00,050626,A,1,26.031396866,119.194999695,0.800,4,2.63,2.382,
492,493375,121315.00,050626,A,1,26.031396866,119.194999695,0.900,4,2.63,2.591,
493,494374,121316.00,050626,A,1,26.031396866,119.194984436,1.900,4,2.63,2.892,
494,495374,121317.00,050626,A,1,26.031396866,119.194984436,2.500,4,2.63,1.687,
495,496373,121318.00,050626,A,1,26.031396866,119.194969177,0.100,4,2.63,0.858,
496,497375,121319.00,050626,A,1,26.031393051,119.194969177,-2.200,4,2.63,1.888,
497,498377,121320.00,050626,A,1,26.031396866,119.194938660,-4.200,4,2.63,3.830,
498,499374,121321.00,050626,A,1,26.031408310,119.194938660,-3.700,4,2.63,1.770,
499,500373,121322.00,050626,A,1,26.031408310,119.194938660,-1.700,4,2.63,1.584,
500,501374,121323.00,050626,A,1,26.031412125,119.194923401,-2.400,4,2.63,1.589,
501,502374,121324.00,050626,A,1,26.031421661,119.194923401,-1.800,4,2.63,1.236,
502,503375,121325.00,050626,A,1,26.031425476,119.194938660,-1.300,4,2.63,0.110,
503,504383,121326.00,050626,A,1,26.031421661,119.194908142,-3.500,4,2.63,2.340,
504,505375,121327.00,050626,A,1,26.031421661,119.194908142,-3.000,4,2.62,2.405,
505,506375,121328.00,050626,A,1,26.031412125,119.194869995,-3.600,4,2.62,2.531,
506,507377,121329.00,050626,A,1,26.031408310,119.194854736,-5.200,4,2.62,1.575,
507,508375,121330.00,050626,A,1,26.031408310,119.194854736,-6.300,4,2.62,2.019,
508,509374,121331.00,050626,A,1,26.031404495,119.194839478,-6.700,4,2.62,2.672,
509,510387,121332.00,050626,A,1,26.031389236,119.194839478,-11.100,4,2.62,3.236,221.950
510,511377,121333.00,050626,A,1,26.031396866,119.194808960,-11.300,4,2.62,2.110,
511,512376,121334.00,050626,A,1,26.031389236,119.194808960,-11.900,4,2.62,1.360,
512,513375,121335.00,050626,A,1,26.031404495,119.194793701,-7.200,4,2.62,2.914,
513,514374,121336.00,050626,A,1,26.031404495,119.194793701,-8.200,4,2.62,2.949,
514,515376,121337.00,050626,A,1,26.031400681,119.194778442,-7.100,4,2.62,2.596,
515,516375,121338.00,050626,A,1,26.031400681,119.194755554,-5.100,4,2.62,3.105,
516,517377,121339.00,050626,A,1,26.031400681,119.194755554,-4.000,4,2.62,1.816,
517,518390,121340.00,050626,A,1,26.031389236,119.194755554,-5.200,4,2.62,2.494,219.670
518,519388,121341.00,050626,A,1,26.031379700,119.194740295,-5.600,4,2.62,3.090,220.660
519,520375,121342.00,050626,A,1,26.031372070,119.194725037,-5.500,4,2.62,2.869,
520,521374,121343.00,050626,A,1,26.031372070,119.194725037,-5.500,4,2.61,1.927,
521,522375,121344.00,050626,A,1,26.031372070,119.194725037,-5.900,4,2.61,0.691,
522,523376,121345.00,050626,A,1,26.031368256,119.194709778,-6.900,4,2.61,1.364,
523,524374,121346.00,050626,A,1,26.031379700,119.194709778,-4.100,4,2.61,2.285,
524,525376,121347.00,050626,A,1,26.031389236,119.194694519,-3.100,4,2.61,3.061,
525,526374,121348.00,050626,A,1,26.031389236,119.194694519,-3.300,4,2.61,1.122,
526,527374,121349.00,050626,A,1,26.031400681,119.194694519,-2.200,4,2.61,1.582,
527,528380,121350.00,050626,A,1,26.031400681,119.194694519,-0.200,4,2.61,0.495,
528,529373,121351.00,050626,A,1,26.031400681,119.194694519,2.000,4,2.61,0.991,
529,530376,121352.00,050626,A,1,26.031396866,119.194664001,2.600,4,2.61,2.148,
530,531374,121353.00,050626,A,1,26.031389236,119.194648743,2.800,4,2.61,3.216,
531,532373,121354.00,050626,A,1,26.031372070,119.194625854,2.400,4,2.61,2.899,
532,533377,121355.00,050626,A,1,26.031368256,119.194625854,2.300,4,2.61,1.209,
533,534373,121356.00,050626,A,1,26.031360626,119.194625854,1.600,4,2.61,1.776,
534,535373,121357.00,050626,A,1,26.031360626,119.194625854,2.000,4,2.61,0.452,
535,536373,121358.00,050626,A,1,26.031354904,119.194625854,2.000,4,2.61,1.571,
536,537374,121359.00,050626,A,1,26.031364441,119.194625854,3.400,4,2.61,0.871,
537,538373,121400.00,050626,A,1,26.031354904,119.194625854,2.800,4,2.60,0.384,
538,539374,121401.00,050626,A,1,26.031360626,119.194625854,3.300,4,2.60,0.233,
539,540372,121402.00,050626,A,1,26.031389236,119.194610596,5.300,4,2.60,3.089,
