# purpose,attitude fusion experiment
# label,tilt_static
# sample_hz,50
# duration_s,60
# sda_gpio,21
# scl_gpio,22
# wifi,off
t_ms,label,ax_g,ay_g,az_g,temp_c,gx_dps,gy_dps,gz_dps,mx_raw,my_raw,mz_raw
1960,tilt_static,0.639160,0.050049,0.792480,43.754,0.267176,1.030534,-0.198473,223,-62,392
1980,tilt_static,0.639160,0.047119,0.800293,43.712,0.221374,0.916031,-0.038168,223,-62,392
2000,tilt_static,0.635742,0.047363,0.797607,43.742,0.282443,0.908397,-0.053435,223,-62,392
2020,tilt_static,0.642334,0.057129,0.796875,43.712,0.236641,1.038168,-0.076336,223,-62,392
2041,tilt_static,0.638428,0.052979,0.788086,43.721,0.290076,0.832061,-0.145038,223,-62,392
2060,tilt_static,0.639160,0.053711,0.793213,43.709,0.267176,0.946565,-0.183206,223,-62,392
2080,tilt_static,0.638672,0.050049,0.794922,43.689,0.122137,0.977099,-0.114504,223,-62,392
2100,tilt_static,0.635498,0.054443,0.788086,43.709,0.267176,1.015267,-0.061069,223,-63,391
2120,tilt_static,0.639404,0.052490,0.790527,43.695,0.312977,1.099237,-0.106870,223,-63,391
2140,tilt_static,0.641113,0.050049,0.799561,43.706,0.251908,0.984733,-0.122137,223,-63,391
2160,tilt_static,0.637939,0.050537,0.793213,43.706,0.152672,0.908397,-0.160305,222,-61,392
2180,tilt_static,0.635498,0.053711,0.794922,43.739,0.274809,0.908397,-0.114504,222,-61,392
2200,tilt_static,0.640137,0.048584,0.795410,43.739,0.122137,0.900763,-0.129771,222,-61,392
2220,tilt_static,0.639893,0.049805,0.800537,43.715,0.198473,0.877863,-0.083969,223,-62,391
2240,tilt_static,0.636475,0.052490,0.795898,43.733,0.221374,0.862595,-0.229008,223,-62,391
2260,tilt_static,0.643555,0.051514,0.790283,43.721,0.183206,0.824428,-0.145038,223,-62,391
2280,tilt_static,0.637451,0.051270,0.796387,43.718,0.282443,0.870229,-0.129771,223,-62,391
2300,tilt_static,0.639160,0.052490,0.793945,43.709,0.213740,0.847328,-0.022901,222,-62,392
2321,tilt_static,0.637451,0.051758,0.799072,43.692,0.213740,0.885496,-0.106870,222,-62,392
2340,tilt_static,0.632568,0.048828,0.797852,43.724,0.267176,0.954198,-0.137405,222,-62,392
2360,tilt_static,0.639160,0.051025,0.793945,43.718,0.152672,1.068702,-0.061069,223,-61,392
2380,tilt_static,0.636963,0.051270,0.787598,43.701,0.312977,0.969466,-0.129771,223,-61,392
2400,tilt_static,0.642090,0.051514,0.795410,43.742,0.175573,0.938931,-0.068702,223,-61,392
2420,tilt_static,0.642334,0.050049,0.798584,43.709,0.221374,0.862595,-0.145038,223,-61,391
2440,tilt_static,0.637207,0.051270,0.795654,43.730,0.145038,0.885496,-0.137405,223,-61,391
2460,tilt_static,0.640625,0.052734,0.793213,43.721,0.259542,0.931298,-0.129771,223,-61,391
2480,tilt_static,0.641113,0.053223,0.793701,43.733,0.282443,0.908397,-0.160305,223,-61,391
2500,tilt_static,0.637939,0.053467,0.794434,43.704,0.229008,0.954198,-0.076336,222,-61,393
2520,tilt_static,0.639160,0.048096,0.792725,43.727,0.274809,0.900763,-0.045802,222,-61,393
2540,tilt_static,0.641602,0.052979,0.802246,43.698,0.190840,0.946565,-0.030534,222,-61,393
