t,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,temp_c
1594.084,1.0066,-0.0186,0.0576,0.695,1.015,0.206,41.8
1594.109,1.0078,-0.0173,0.0635,0.763,1.061,-0.214,41.8
1594.134,1.0061,-0.0193,0.0593,0.756,1.183,0.084,41.61
1594.159,1.0076,-0.019,0.0647,0.557,1.084,-0.008,41.94
1594.184,1.0063,-0.0176,0.0615,0.611,1.198,0.084,41.75
1594.209,1.0051,-0.021,0.0642,0.595,1.038,0.076,41.71
1594.234,1.0032,-0.0181,0.0662,0.702,0.71,0.031,41.89
1594.259,1.0049,-0.0176,0.0676,0.771,1.015,-0.061,41.94
1594.284,1.01,-0.0151,0.0637,0.573,1.221,0.053,41.94
1594.309,1.0076,-0.0195,0.0647,0.672,1.023,0.084,41.8
1594.334,1.0078,-0.0176,0.0652,0.618,1.153,-0.061,41.75
1594.359,1.0081,-0.0166,0.0667,0.473,1.191,0.0,41.8
1594.384,1.0051,-0.0168,0.0625,0.42,1.168,-0.015,41.71
1594.409,1.0063,-0.0181,0.0618,0.771,1.053,0.115,41.8
1594.434,1.0061,-0.0142,0.0586,0.565,1.023,0.008,41.94
1594.459,1.0022,-0.0183,0.0632,0.847,0.794,0.122,41.75
1594.484,1.002,-0.0166,0.0608,0.595,1.237,-0.069,41.8
1594.509,1.0034,-0.0205,0.0659,0.824,1.16,-0.153,41.94
1594.534,1.0083,-0.0151,0.0579,0.756,0.832,0.336,41.89
1594.559,1.0083,-0.0176,0.0642,0.656,1.038,0.168,41.8
1594.584,1.0107,-0.0198,0.0605,0.58,1.137,0.267,41.8
1594.609,1.0076,-0.0149,0.0632,0.588,1.122,-0.115,41.8
1594.634,1.0073,-0.0159,0.0598,0.863,1.176,0.008,41.94
1594.659,1.0061,-0.0181,0.0635,0.565,1.412,0.107,41.75
1594.684,1.0076,-0.0183,0.0637,0.534,1.153,0.122,41.89
1594.709,1.0105,-0.02,0.0601,0.679,0.985,0.038,41.89
1594.734,1.0081,-0.0178,0.0591,0.664,1.267,0.076,41.8
1594.759,1.0061,-0.02,0.0674,0.672,1.099,-0.275,41.89
1594.784,1.0056,-0.0193,0.0588,0.664,1.115,0.229,41.8
1594.809,1.0063,-0.0198,0.0574,0.634,0.878,0.282,42.08
1594.834,1.0071,-0.0164,0.0637,0.527,1.176,0.107,41.61
1594.859,1.0046,-0.0208,0.0652,0.679,0.977,0.214,41.89
1594.884,1.0061,-0.0171,0.0647,0.511,1.412,0.069,41.75
1594.909,1.009,-0.02,0.0588,0.954,1.092,0.183,41.8
1594.934,1.0042,-0.0168,0.0667,0.611,1.267,0.069,41.89
1594.959,1.0056,-0.0203,0.0632,0.74,1.084,-0.099,41.75
1594.984,1.0061,-0.02,0.0627,0.664,1.229,0.084,41.75
1595.009,1.0083,-0.0151,0.062,0.603,0.84,0.015,41.89
1595.034,1.0063,-0.0151,0.061,0.618,1.321,0.031,41.8
1595.059,1.0054,-0.0186,0.063,0.504,1.153,0.038,41.71
1595.084,1.0037,-0.0227,0.062,0.718,1.359,-0.137,41.94
1595.109,1.0061,-0.0168,0.0657,0.779,0.985,0.107,41.89
1595.134,1.0061,-0.0181,0.062,0.55,1.099,-0.198,41.75
1595.159,1.0071,-0.0161,0.0601,0.718,0.901,-0.084,41.8
1595.184,1.0039,-0.0168,0.0659,0.763,1.153,0.099,41.94
1595.209,1.0027,-0.0173,0.0635,0.519,1.237,-0.176,41.89
1595.234,1.0012,-0.0168,0.0623,0.863,1.107,-0.099,41.75
1595.259,1.0098,-0.0205,0.0654,0.84,0.985,-0.092,41.8
1595.284,1.0054,-0.0159,0.0615,0.687,0.893,0.084,41.75
1595.309,1.0056,-0.0164,0.0586,0.74,1.084,0.389,41.89
1595.334,1.0054,-0.0203,0.0676,0.786,1.321,0.298,41.8
1595.359,1.0073,-0.0164,0.0615,0.603,1.206,0.397,41.71
1595.384,1.0037,-0.0171,0.0671,0.74,1.107,-0.176,41.89
1595.409,1.0034,-0.0168,0.0623,0.634,1.405,-0.229,41.8
1595.434,1.0071,-0.0159,0.0681,0.588,1.198,-0.122,41.71
1595.459,1.0085,-0.0146,0.0645,0.656,1.107,0.076,41.89
1595.484,1.01,-0.0168,0.0649,0.573,1.076,0.26,41.75
1595.509,1.0027,-0.02,0.0591,0.695,1.176,0.115,41.89
1595.534,1.0076,-0.0188,0.0618,0.382,0.992,-0.031,41.61
1595.559,1.0056,-0.0137,0.0632,0.504,1.137,-0.031,41.71
1595.584,1.0054,-0.0193,0.0618,0.389,1.153,0.069,41.75
1595.609,1.0032,-0.0181,0.0564,0.573,1.229,0.038,41.89
1595.634,1.0071,-0.0181,0.0679,0.832,1.351,-0.023,41.75
1595.659,1.0076,-0.0127,0.0603,0.603,1.275,0.153,41.8
1595.684,1.0054,-0.0171,0.0654,0.672,1.015,-0.076,41.71
1595.709,1.0083,-0.0183,0.0686,0.74,1.092,0.084,41.94
1595.734,1.0029,-0.0154,0.0652,0.489,1.023,-0.076,41.94
1595.759,1.0088,-0.0186,0.0623,0.588,1.221,0.076,41.71
1595.784,1.0022,-0.0178,0.0603,0.672,0.748,-0.015,41.94
1595.809,1.0059,-0.0186,0.0557,0.458,1.336,0.084,41.89
1595.834,1.0056,-0.0181,0.0598,0.618,0.969,-0.008,41.75
