t,roll_deg,pitch_deg,roll_acc_deg,pitch_acc_deg,gx_dps,gy_dps,temp_c
22.198,0.05,0.02,-0.18,0.12,-0.006,0.096,27.31
22.248,0.07,0.02,0.09,0.14,0.032,0.081,27.3
22.298,-0.01,0.02,-1.73,0.03,0.001,-0.064,27.31
22.348,-0.02,0.03,1.56,0.26,0.1,0.004,27.31
22.398,-0.04,0.03,1.37,0.19,-0.022,-0.034,27.29
22.448,-0.07,0.02,-0.1,0.22,-0.06,0.027,27.3
22.498,-0.02,0.02,2.28,-0.06,-0.075,0.126,27.33
22.548,0.18,0.03,2.82,-0.1,-0.029,-0.026,27.33
22.598,0.12,0.04,-0.56,0.01,-0.075,-0.026,27.3
22.648,0.1,0.04,-1.13,-0.21,-0.045,0.035,27.34
22.698,0.21,0.03,-2.57,0.29,0.001,0.02,27.31
22.748,0.41,0.02,-0.61,-0.27,-0.022,-0.049,27.32
22.798,0.38,0.03,0.65,0.21,0.055,-0.003,27.33
22.848,0.14,0.02,-3.28,0.25,0.016,-0.011,27.3
22.898,0.09,0.04,1.81,0.01,-0.022,-0.08,27.31
22.948,0.04,0.03,-1.3,0.05,-0.045,-0.041,27.31
22.998,0.17,0.02,1.93,-0.09,-0.06,-0.049,27.29
23.048,0.35,-0.0,-0.98,0.04,0.085,0.004,27.31
23.098,0.16,0.0,0.85,-0.13,0.085,0.058,27.31
23.148,-0.03,0.02,-1.52,0.08,-0.037,0.073,27.31
23.198,-0.07,0.04,-0.98,0.41,0.001,-0.057,27.31
23.248,-0.13,0.04,2.58,0.47,-0.037,0.088,27.31
23.298,-0.25,0.03,2.42,-0.25,0.032,0.035,27.32
23.348,-0.12,0.03,2.3,-0.26,-0.045,0.004,27.31
23.398,-0.15,0.03,0.06,-0.13,0.039,0.004,27.31
23.448,0.0,0.03,-0.08,0.1,0.009,0.012,27.31
23.498,0.17,0.04,2.03,-0.07,0.047,-0.072,27.32
23.548,0.08,0.05,0.78,0.12,-0.067,-0.156,27.29
23.598,0.09,0.05,-1.36,-0.02,0.1,-0.148,27.31
23.648,0.24,0.04,0.89,0.18,0.032,0.012,27.33
23.698,0.21,0.01,0.32,-0.21,0.062,-0.034,27.31
23.748,0.32,0.02,1.49,0.02,-0.022,-0.011,27.3
23.798,0.12,0.02,-1.55,-0.02,0.024,0.065,27.33
23.848,0.26,0.01,1.82,-0.34,0.001,0.104,27.34
23.898,0.35,-0.0,-0.1,0.15,0.001,-0.103,27.32
23.948,0.33,-0.0,-1.79,-0.02,0.039,-0.118,27.32
23.998,0.31,-0.01,1.0,-0.12,-0.037,0.058,27.31
24.048,0.28,-0.01,-1.48,-0.17,0.055,-0.034,27.31
24.098,-0.03,-0.02,-2.96,-0.12,0.047,-0.026,27.31
24.148,0.17,-0.03,-1.61,0.03,-0.06,0.096,27.3
24.198,0.06,-0.02,-0.02,0.03,-0.045,-0.049,27.3
24.248,0.09,-0.01,1.86,-0.23,-0.014,0.088,27.31
24.298,0.04,-0.0,-4.06,0.19,0.032,0.02,27.32
24.348,-0.19,-0.01,-2.06,-0.17,0.039,-0.003,27.35
24.398,-0.15,0.01,0.26,0.06,-0.022,-0.019,27.33
24.448,-0.37,-0.0,-0.36,-0.0,0.085,0.02,27.33
24.498,-0.28,-0.0,-2.2,0.0,0.016,0.058,27.31
24.548,-0.31,0.0,-2.79,-0.01,0.016,0.058,27.31
24.598,-0.24,-0.01,1.69,-0.21,0.055,0.02,27.32
24.648,0.09,0.0,1.81,0.33,-0.014,-0.003,27.3
24.698,0.12,0.02,3.05,0.03,0.047,0.035,27.35
24.748,0.09,0.03,-0.5,0.18,0.085,-0.041,27.31
24.798,0.05,0.02,-1.31,0.11,0.039,0.088,27.32
24.848,0.09,0.01,-1.9,-0.35,-0.083,-0.049,27.29
24.898,0.02,0.03,1.37,0.05,0.055,-0.041,27.31
24.948,0.05,0.02,1.58,-0.21,-0.029,0.142,27.33
24.998,-0.1,0.02,2.53,0.18,-0.037,0.027,27.31
25.048,0.27,-0.0,6.95,-0.17,-0.083,0.004,27.3
25.098,0.36,-0.01,2.6,-0.14,-0.014,-0.064,27.3
25.148,0.14,0.0,-1.22,-0.1,0.016,-0.003,27.33
25.198,0.21,-0.0,1.97,-0.42,0.016,-0.011,27.33
25.248,0.14,-0.0,-2.49,-0.15,-0.037,0.027,27.29
25.298,0.09,0.02,1.11,0.2,-0.029,0.035,27.32
25.348,0.2,0.0,2.09,-0.17,0.009,0.073,27.32
25.398,0.24,-0.0,2.05,-0.02,0.062,0.043,27.32
25.448,0.19,0.01,-1.15,0.15,-0.014,0.096,27.3
25.498,0.29,0.01,1.11,0.03,-0.067,-0.011,27.31
25.548,0.2,0.0,1.45,0.09,0.047,-0.125,27.33
25.598,-0.03,-0.01,-2.67,-0.34,-0.006,-0.156,27.33
25.648,0.01,-0.01,3.43,0.01,0.001,0.142,27.32
25.698,0.0,-0.01,-2.91,-0.01,-0.029,0.027,27.31
25.748,0.01,-0.0,-2.62,0.01,0.009,0.065,27.3
25.798,0.04,-0.0,1.41,-0.15,-0.045,-0.026,27.32
25.848,0.05,0.01,2.36,0.23,0.016,0.02,27.3
25.898,0.04,-0.0,-0.83,0.14,0.009,0.104,27.28
25.948,-0.12,0.0,-1.07,-0.17,-0.067,0.043,27.3
25.998,-0.06,-0.0,2.75,-0.31,-0.029,0.004,27.32
26.048,-0.06,-0.01,0.13,-0.02,0.039,-0.026,27.29
26.098,-0.12,-0.02,-3.87,-0.26,0.001,0.02,27.3
26.148,-0.02,-0.01,1.71,-0.08,-0.006,0.119,27.27
26.198,-0.25,0.0,0.1,0.18,0.001,-0.125,27.3
26.248,-0.15,0.01,1.72,0.28,-0.006,-0.064,27.31
26.298,-0.22,0.02,1.55,0.11,-0.029,-0.133,27.3
26.348,-0.32,0.03,-1.05,0.15,-0.029,-0.103,27.29
26.398,-0.19,0.02,0.65,-0.04,0.093,-0.011,27.3
26.448,-0.02,-0.0,0.26,-0.06,-0.151,0.111,27.32
26.498,-0.2,0.01,-0.71,0.16,0.039,-0.087,27.3
26.548,-0.22,0.0,-0.59,-0.33,-0.014,-0.041,27.3
26.598,-0.24,-0.0,-0.37,-0.06,0.001,-0.064,27.31
26.648,-0.2,0.01,-0.61,0.32,-0.014,0.027,27.31
26.698,-0.09,0.01,-1.44,0.11,-0.006,0.004,27.31
26.748,-0.04,0.01,2.16,-0.02,-0.006,-0.057,27.3
26.798,-0.16,0.02,-2.48,0.08,0.039,0.004,27.29
26.848,-0.15,-0.0,-0.75,-0.03,0.047,-0.087,27.3
26.898,0.05,-0.01,0.38,-0.02,0.009,-0.041,27.29
26.948,-0.06,0.01,-0.85,0.25,-0.052,-0.049,27.3
26.998,-0.03,0.02,-0.87,0.26,0.055,0.043,27.31
27.048,0.07,0.01,3.52,0.05,0.001,0.081,27.29
27.098,-0.06,0.02,0.64,0.17,-0.029,0.02,27.3
27.148,-0.07,0.02,0.48,0.35,-0.029,0.004,27.3
27.198,0.08,0.01,1.7,0.07,-0.022,0.027,27.3
27.248,0.03,0.01,1.76,-0.03,-0.029,0.134,27.28
27.298,0.09,0.02,0.1,0.14,0.001,-0.087,27.29
27.348,0.06,0.02,2.29,-0.32,-0.006,-0.08,27.31
27.398,-0.08,0.02,-1.17,-0.2,0.001,0.065,27.28
27.448,-0.35,0.03,-1.75,0.3,0.016,0.004,27.3
27.498,-0.39,0.02,-0.22,0.17,0.001,0.004,27.28
27.548,-0.29,0.03,0.44,-0.1,0.024,0.126,27.29
27.598,-0.17,0.01,-0.27,0.31,0.009,0.035,27.27
27.648,-0.14,0.02,-1.14,0.09,0.039,-0.011,27.31
27.698,-0.11,0.02,0.03,0.17,0.009,-0.019,27.3
27.748,-0.08,0.02,0.54,0.04,0.024,-0.019,27.3
27.798,0.03,0.03,-0.08,-0.18,-0.022,0.058,27.3
27.848,0.18,0.01,-1.04,0.02,-0.029,-0.087,27.32
27.898,0.1,0.02,-1.59,0.07,-0.006,-0.019,27.27
27.948,0.34,0.01,1.51,-0.05,0.039,-0.164,27.31
27.998,0.49,0.01,2.21,0.02,0.07,-0.164,27.29
28.048,0.39,0.01,-0.19,-0.09,-0.014,0.088,27.32
28.098,0.34,-0.01,-2.68,-0.27,-0.06,0.081,27.3
28.148,0.17,-0.0,-3.04,0.44,0.078,-0.041,27.31
28.198,0.14,-0.0,1.48,0.07,0.032,-0.011,27.32
28.248,0.4,-0.02,2.94,-0.24,0.062,0.058,27.29
28.298,0.3,-0.02,1.91,-0.3,0.032,0.073,27.3
28.348,0.46,-0.01,2.69,-0.05,-0.022,0.043,27.29
28.398,0.35,-0.01,-0.67,0.16,0.032,0.043,27.32
28.448,0.34,-0.01,0.75,0.17,-0.045,0.027,27.33
28.498,0.28,0.0,1.06,-0.09,0.032,0.004,27.29
28.548,0.3,0.02,2.05,0.1,0.093,0.065,27.32
28.598,0.24,0.0,-1.59,-0.29,0.009,0.05,27.31
28.648,13.53,-0.03,347.98,-0.25,-0.594,0.149,27.32
28.698,27.9,-0.08,-5.53,-0.18,-1.869,0.775,27.3
28.748,22.27,-0.08,-6.75,-0.09,-2.052,0.119,27.27
28.798,18.17,-0.04,0.58,-0.08,-1.991,0.592,27.3
28.848,14.4,-0.01,2.99,0.21,-2.067,1.76,27.29
28.898,12.56,0.18,7.27,-0.02,-1.113,4.104,27.3
28.948,11.2,0.35,0.52,-0.57,-0.388,6.05,27.3
28.998,10.12,0.56,8.01,-0.53,0.032,8.424,27.28
29.048,9.74,0.76,5.6,-0.69,0.459,10.752,27.28
29.098,10.29,0.9,8.09,-1.57,1.009,11.768,27.32
29.148,11.86,1.04,30.35,-1.7,1.108,14.63,27.27
29.198,16.82,1.14,38.98,-2.29,1.223,16.287,27.32
29.248,25.53,1.25,65.64,-2.47,1.055,16.676,27.31
29.298,36.96,1.41,110.23,-2.16,0.635,18.859,27.28
29.348,51.03,1.69,116.52,-1.57,0.268,20.844,27.3
29.398,63.74,2.17,121.59,-0.52,0.391,21.203,27.33
29.448,74.61,2.73,122.22,0.31,1.276,22.997,27.32
29.498,85.33,3.46,138.65,1.41,2.116,22.035,27.32
29.548,96.02,4.19,142.71,2.65,1.329,24.691,27.3
29.598,104.96,5.11,143.37,3.95,1.36,23.355,27.31
29.648,112.83,6.05,149.06,4.99,1.1,22.142,27.33
29.698,119.32,6.99,146.33,6.6,0.803,22.89,27.3
29.748,124.65,7.94,150.42,7.36,1.085,21.981,27.31
29.798,129.29,8.95,149.43,8.81,1.085,22.027,27.31
29.848,133.11,9.92,149.05,9.46,1.482,20.844,27.31
29.898,136.31,10.87,150.87,10.75,1.444,20.76,27.29
29.948,139.08,11.91,151.85,11.98,1.276,19.653,27.3
29.998,141.54,12.86,152.07,12.52,0.749,20.134,27.32
30.048,143.56,13.86,153.79,13.97,0.742,19.355,27.3
30.098,145.22,14.81,152.36,14.56,0.49,20.073,27.29
30.148,146.38,15.78,151.43,15.43,0.902,21.256,27.29
30.198,147.53,16.85,153.23,16.5,1.299,20.974,27.32
30.248,148.59,17.95,152.89,18.5,1.322,22.203,27.3
30.298,149.39,19.09,153.52,19.21,1.139,21.981,27.29
30.348,150.07,20.31,152.1,21.17,1.276,20.249,27.29
30.398,150.68,21.4,153.13,22.16,2.009,17.806,27.3
30.448,151.42,22.38,154.6,22.71,1.337,15.508,27.3
30.498,152.08,23.21,154.35,23.74,0.452,15.31,27.29
30.548,152.36,24.01,153.56,24.08,0.62,14.546,27.31
30.598,152.7,24.78,154.08,24.95,0.505,13.768,27.31
30.648,152.87,25.47,153.31,25.26,0.726,13.523,27.3
30.698,152.99,26.15,154.18,26.26,1.673,13.401,27.31
30.748,153.21,26.84,154.71,27.29,1.329,13.897,27.32
30.798,153.45,27.59,153.88,27.57,1.154,13.806,27.28
30.848,153.49,28.3,153.35,28.65,1.803,14.081,27.3
30.898,153.64,29.02,153.91,28.68,1.971,14.18,27.3
30.948,153.73,29.79,154.13,30.12,2.307,14.791,27.29
30.998,153.83,30.53,153.64,30.72,2.581,15.294,27.32
31.048,154.07,31.5,155.19,32.06,1.558,13.699,27.3
31.098,154.25,32.27,155.68,33.28,0.497,15.386,27.29
31.148,154.26,33.18,153.1,32.85,-0.594,13.562,27.3
31.198,154.1,34.07,152.74,35.82,-0.93,11.73,27.29
31.248,153.96,34.69,153.91,34.85,-0.197,10.195,27.28
31.298,153.91,35.31,154.21,35.96,-0.38,8.203,27.3
31.348,153.81,35.71,153.24,36.07,-0.503,8.989,27.3
31.398,153.74,36.16,153.35,35.86,-0.823,8.272,27.32
31.448,153.66,36.6,153.47,37.0,-0.9,8.936,27.32
31.498,153.56,37.07,152.88,37.01,-0.747,8.149,27.3
31.548,153.47,37.57,154.01,38.86,-0.38,7.05,27.3
31.598,153.48,37.9,153.45,37.53,-1.151,7.455,27.29
31.648,153.46,38.34,153.79,38.57,-1.495,7.21,27.3
31.698,153.25,38.64,151.92,38.58,-0.984,7.92,27.31
31.748,153.11,39.08,153.01,39.13,-0.09,6.844,27.29
31.798,153.16,39.5,153.31,40.14,-0.243,6.21,27.3
31.848,153.13,39.81,153.43,39.82,-0.106,5.363,27.3
31.898,153.16,40.15,153.3,41.34,-0.205,5.119,27.3
31.948,153.18,40.39,152.82,40.46,-0.587,4.226,27.3
31.998,153.28,40.74,154.11,41.14,-1.503,2.668,27.31
32.048,153.13,40.85,152.21,41.04,-1.503,3.241,27.29
32.098,152.93,41.03,152.49,40.6,-0.19,0.752,27.28
32.148,152.96,41.07,153.0,41.17,-0.136,0.867,27.33
32.198,152.99,41.09,152.95,40.43,-0.144,-0.332,27.29
32.248,153.01,41.02,153.05,40.75,-0.113,0.279,27.31
32.298,153.01,41.05,153.15,41.17,0.032,-0.27,27.29
32.348,153.03,40.98,153.06,40.95,-0.113,0.844,27.3
32.398,153.02,41.07,152.88,41.3,0.024,-0.889,27.33
32.448,153.04,40.98,153.44,40.81,-0.235,0.478,27.3
32.498,153.02,41.04,152.85,41.04,-0.045,-0.98,27.3
32.548,153.0,40.89,153.05,40.42,-0.083,-0.064,27.28
32.598,152.98,40.91,152.83,41.12,-0.067,-0.645,27.29
32.648,152.96,40.82,153.16,40.5,-0.129,0.363,27.3
32.698,152.95,40.85,153.22,40.88,0.047,-0.278,27.31
32.748,152.95,40.8,152.83,40.57,-0.075,0.959,27.31
32.798,152.95,40.9,153.09,40.87,-0.052,0.165,27.28
32.848,152.94,40.89,152.86,41.08,-0.067,1.249,27.27
32.898,152.94,41.01,153.0,41.15,-0.022,0.043,27.3
32.948,152.94,40.98,153.25,41.04,-0.029,0.401,27.28
32.998,152.94,41.0,152.99,41.3,-0.06,0.501,27.32
33.048,152.95,41.06,152.96,41.18,-0.006,-0.515,27.33
33.098,152.93,41.01,152.92,40.74,-0.029,-0.545,27.3
33.148,152.93,41.02,152.9,41.39,-0.113,-0.141,27.28
33.198,152.9,40.92,152.87,40.13,0.016,-0.538,27.3
33.248,152.88,40.85,152.73,40.55,0.062,1.31,27.3
33.298,152.88,40.9,152.82,40.8,0.062,1.791,27.29
33.348,152.9,41.01,152.83,41.31,-0.106,2.485,27.29
33.398,152.88,41.18,152.64,41.67,-0.235,2.539,27.29
33.448,152.85,41.35,152.6,41.87,-0.014,1.462,27.3
33.498,152.84,41.45,152.94,41.5,0.055,1.287,27.3
33.548,152.85,41.52,152.98,41.5,-0.045,1.653,27.31
33.598,152.84,41.59,152.95,41.24,-0.106,1.775,27.29
33.648,152.83,41.72,152.56,41.93,-0.045,1.653,27.31
33.698,152.82,41.79,153.01,42.11,-0.029,2.126,27.3
33.748,152.79,41.91,152.46,41.85,0.1,1.142,27.3
33.798,152.8,41.97,152.75,41.94,0.024,1.913,27.29
33.848,152.77,42.05,152.52,41.76,0.078,1.615,27.29
33.898,152.79,42.13,152.62,42.58,-0.083,3.043,27.27
33.948,152.77,42.33,152.62,42.85,0.139,2.317,27.29
33.998,152.77,42.45,152.66,42.57,-0.006,2.249,27.28
34.048,152.76,42.59,152.55,42.96,0.055,2.058,27.28
34.098,152.71,42.76,152.75,43.08,0.345,0.943,27.28
34.148,152.69,42.86,152.42,43.35,0.597,0.806,27.26
34.198,152.79,42.86,153.14,42.15,0.2,0.317,27.29
34.248,152.77,42.89,152.73,43.34,0.009,1.592,27.27
34.298,152.75,42.92,152.76,42.54,0.131,0.684,27.28
34.348,152.73,42.95,152.61,43.39,0.093,1.981,27.28
34.398,152.72,43.03,152.42,43.19,0.162,1.585,27.27
34.448,152.7,43.23,152.87,43.6,0.436,-0.293,27.3
