# sample_hz,50
# duration_s,30
# sda_gpio,21
# scl_gpio,22
t_ms,ax_g,ay_g,az_g
13380,0.108887,0.015137,-1.014160
13400,0.111328,0.016846,-1.013916
13420,0.108154,0.014160,-1.008545
13440,0.111084,0.015381,-1.012695
13460,0.110107,0.017334,-1.010254
13480,0.113037,0.018555,-1.006836
13500,0.108887,0.013672,-1.013428
13520,0.108154,0.016113,-1.011475
13540,0.112061,0.012939,-1.012939
13560,0.114990,0.012207,-1.010254
13580,0.110596,0.014648,-1.010986
13600,0.108887,0.014648,-1.014893
13620,0.116211,0.015381,-1.014404
13640,0.113281,0.013672,-1.016113
13661,0.113281,0.014404,-1.016846
13680,0.112061,0.014404,-1.011475
13700,0.111816,0.015381,-1.014893
13720,0.111572,0.014160,-1.010498
13740,0.110840,0.011475,-1.013184
13760,0.110840,0.016846,-1.010498
13780,0.108887,0.015137,-1.011475
13800,0.108398,0.014404,-1.009033
13820,0.110840,0.015625,-1.011230
13840,0.106934,0.011475,-1.009277
13860,0.108643,0.017090,-1.014404
13880,0.109619,0.015625,-1.012207
13900,0.111572,0.018311,-1.010742
13920,0.111084,0.013916,-1.005859
13940,0.111084,0.010742,-1.010254
13960,0.109619,0.014893,-1.008057
13980,0.111084,0.010498,-1.009766
14001,0.108887,0.012207,-1.011475
14020,0.106445,0.017334,-1.010742
14040,0.110840,0.017578,-1.009521
14060,0.111572,0.015625,-1.011230
14080,0.108887,0.008789,-1.003418
14100,0.109131,0.015869,-1.009033
14120,0.111816,0.019531,-1.012207
14140,0.113037,0.011719,-1.010498
14160,0.109863,0.017822,-1.015869
14180,0.113037,0.018066,-1.017334
14200,0.113525,0.014404,-1.012939
14220,0.111816,0.014160,-1.010742
14240,0.108398,0.011963,-1.005371
14260,0.112061,0.015137,-1.008301
14280,0.111084,0.013916,-1.010254
14300,0.111816,0.012451,-1.008301
14320,0.109375,0.016846,-1.008301
14341,0.108643,0.015625,-1.016357
